0,p-value,Adj p-value
OTU_B_97284,0.306,0.515679721301343
OTU_B_26229,0.056,0.1572761494521959
OTU_B_731429,1.0,1.0
OTU_B_117680,0.001,0.005457059679767104
OTU_B_86908,1.0,1.0
OTU_B_649930,0.286,0.502973613228568
OTU_B_86906,0.456,0.6629994182664339
OTU_B_26220,0.822,0.95726582278481
OTU_B_26225,0.004,0.018332518337408316
OTU_B_26224,1.0,1.0
OTU_B_26227,0.001,0.005457059679767104
OTU_B_26226,0.017,0.0633686303753418
OTU_B_135277,1.0,1.0
OTU_B_719046,0.835,0.9689812342812923
OTU_B_728675,0.209,0.4079614708753661
OTU_B_1419577,0.289,0.5051100233100233
OTU_B_128321,0.028,0.09450551429214495
OTU_B_152334,0.014,0.05384560143626571
OTU_B_121494,0.272,0.4908142711028218
OTU_B_448125,0.015,0.057113114129744826
OTU_B_1489272,1.0,1.0
OTU_B_854374,0.055,0.15531117597213068
OTU_B_305616,0.39,0.5925471124620061
OTU_B_1273154,0.142,0.3112749598011986
OTU_B_416848,0.258,0.4767380937711786
OTU_B_912302,0.002,0.010009010512264308
OTU_B_702711,1.0,1.0
OTU_B_1341154,0.723,0.8800769511749665
OTU_B_94395,0.395,0.5972694731535165
OTU_B_716726,0.004,0.018332518337408316
OTU_B_94390,0.355,0.5673643823936907
OTU_B_2195627,0.001,0.005457059679767104
OTU_B_57105,0.621,0.7924533889290729
OTU_B_57107,0.052,0.14984473481936972
OTU_B_57103,0.112,0.26566782663714017
OTU_B_162433,0.095,0.23327656787293272
OTU_B_167114,1.0,1.0
OTU_B_57109,0.025,0.08636258926514628
OTU_B_739852,1.0,1.0
OTU_B_197562,0.532,0.7191711355047687
OTU_B_258140,0.578,0.749346243624103
OTU_B_54482,0.792,0.9302394360681417
OTU_B_54484,0.001,0.005457059679767104
OTU_B_54485,0.551,0.7260804920913885
OTU_B_265199,1.0,1.0
OTU_B_54487,0.2,0.3941130091984232
OTU_B_54488,0.349,0.5610338210859195
OTU_B_781953,0.157,0.32799832822513236
OTU_B_1431708,0.018,0.06631322933300578
OTU_B_404777,0.001,0.005457059679767104
OTU_B_781485,0.444,0.6510437078322089
OTU_B_275269,0.001,0.005457059679767104
OTU_B_716890,0.289,0.5051100233100233
OTU_B_1567511,0.119,0.27833174764095764
OTU_B_122674,0.833,0.9671842359955093
OTU_B_854515,0.684,0.8463787441208022
OTU_B_122673,0.001,0.005457059679767104
OTU_B_102227,0.204,0.40041675392670156
OTU_B_780687,0.688,0.8504861923996372
OTU_B_743841,0.334,0.5440947259790343
OTU_B_379550,0.001,0.005457059679767104
OTU_B_1363717,0.001,0.005457059679767104
OTU_B_116050,0.129,0.29455409212028927
OTU_B_1162836,0.001,0.005457059679767104
OTU_B_106022,0.011,0.04377813163481953
OTU_B_106025,0.087,0.21873618911895382
OTU_B_785543,0.237,0.44953857829496585
OTU_B_320035,0.463,0.6691545875096376
OTU_B_773988,0.001,0.005457059679767104
OTU_B_1188439,1.0,1.0
OTU_B_635474,0.001,0.005457059679767104
OTU_B_757827,0.038,0.12006911083017277
OTU_B_1129186,0.001,0.005457059679767104
OTU_B_1537227,0.001,0.005457059679767104
OTU_B_763605,0.799,0.9359321980940479
OTU_B_833040,0.842,0.9754814585908529
OTU_B_753021,0.673,0.8360788667053268
OTU_B_785813,0.002,0.010009010512264308
OTU_B_785544,0.109,0.25984643510054845
OTU_B_1565343,0.689,0.851301310043668
OTU_B_112829,0.021,0.07489084423305589
OTU_B_112286,0.378,0.5835680238842847
OTU_B_112287,0.018,0.06631322933300578
OTU_B_112288,0.096,0.23511611954924058
OTU_B_744895,0.294,0.5081046444623718
OTU_B_112826,0.093,0.22951172549987658
OTU_B_996208,0.904,1.0
OTU_B_112823,0.479,0.6824458695548905
OTU_B_122418,0.014,0.05384560143626571
OTU_B_1537226,0.001,0.005457059679767104
OTU_B_306033,0.066,0.1782184208157018
OTU_B_122412,0.001,0.005457059679767104
OTU_B_790107,0.257,0.475740278977904
OTU_B_134499,0.004,0.018332518337408316
OTU_B_122415,0.01,0.040252315125486514
OTU_B_73520,0.875,1.0
OTU_B_115629,0.001,0.005457059679767104
OTU_B_763245,0.069,0.1844756641112498
OTU_B_790105,1.0,1.0
OTU_B_709147,0.109,0.25984643510054845
OTU_B_95811,0.172,0.349192716442158
OTU_B_429432,0.268,0.48723137540158823
OTU_B_992190,0.07,0.1865174129353234
OTU_B_768862,0.298,0.5104292404340377
OTU_B_73522,0.132,0.29854038157001733
OTU_B_115624,0.016,0.06026271505713927
OTU_B_40108,0.001,0.005457059679767104
OTU_B_345665,0.001,0.005457059679767104
OTU_B_783888,0.048,0.14204400592007893
OTU_B_95813,1.0,1.0
OTU_B_44629,0.001,0.005457059679767104
OTU_B_44628,0.001,0.005457059679767104
OTU_B_1454586,0.035,0.11257050938337804
OTU_B_73524,0.003,0.014229954135695081
OTU_B_44627,0.003,0.014229954135695081
OTU_B_146501,1.0,1.0
OTU_B_44621,0.018,0.06631322933300578
OTU_B_44623,0.11,0.26183492063492064
OTU_B_40107,0.259,0.4777029702970297
OTU_B_84416,0.286,0.502973613228568
OTU_B_84412,1.0,1.0
OTU_B_84410,0.115,0.2710901516937829
OTU_B_785529,0.003,0.014229954135695081
OTU_B_132230,0.455,0.6620268762431476
OTU_B_147105,0.006,0.025978345604157644
OTU_B_132236,1.0,1.0
OTU_B_84418,0.222,0.42724743326488707
OTU_B_797451,0.01,0.040252315125486514
OTU_B_1379017,0.097,0.23694608242384751
OTU_B_143596,0.173,0.35067693971343605
OTU_B_1255942,0.08,0.20611287690060992
OTU_B_143595,0.045,0.13624470018170806
OTU_B_710008,0.006,0.025978345604157644
OTU_B_459115,0.001,0.005457059679767104
OTU_B_225541,0.534,0.7193777180004484
OTU_B_797100,0.01,0.040252315125486514
OTU_B_550908,0.01,0.040252315125486514
OTU_B_290539,0.087,0.21873618911895382
OTU_B_771176,0.033,0.10741654004775342
OTU_B_263660,0.152,0.3224033946251768
OTU_B_725937,0.012,0.04724389603570491
OTU_B_129037,0.025,0.08636258926514628
OTU_B_129747,0.002,0.010009010512264308
OTU_B_919542,0.003,0.014229954135695081
OTU_B_766863,0.002,0.010009010512264308
OTU_B_763710,0.042,0.12943526510480888
OTU_B_724659,0.126,0.2898222256307999
OTU_B_1489427,0.755,0.9042392780129384
OTU_B_1277898,0.306,0.515679721301343
OTU_B_851589,1.0,1.0
OTU_B_765980,0.451,0.6582506204681493
OTU_B_275921,1.0,1.0
OTU_B_715369,0.001,0.005457059679767104
OTU_B_76467,0.001,0.005457059679767104
OTU_B_76464,0.061,0.16773741633813147
OTU_B_46976,0.007,0.029632180663373326
OTU_B_1378696,0.016,0.06026271505713927
OTU_B_76463,0.13,0.2959587065431911
OTU_B_316165,0.001,0.005457059679767104
OTU_B_76461,0.462,0.668546945865097
OTU_B_122904,0.06,0.1656864008838965
OTU_B_440928,0.014,0.05384560143626571
OTU_B_34398,0.207,0.4049800391389432
OTU_B_734727,0.119,0.27833174764095764
OTU_B_115088,0.728,0.8839031657355679
OTU_B_34392,0.005,0.022183431952662723
OTU_B_34391,0.027,0.09183306872306644
OTU_B_30837,0.486,0.6884942610174295
OTU_B_115082,0.262,0.4808704485649593
OTU_B_34394,0.031,0.10254240652917172
OTU_B_30834,0.002,0.010009010512264308
OTU_B_284361,0.492,0.6942396612561751
OTU_B_107555,1.0,1.0
OTU_B_1130869,0.001,0.005457059679767104
OTU_B_171033,0.001,0.005457059679767104
OTU_B_123230,0.334,0.5440947259790343
OTU_B_1326838,0.306,0.515679721301343
OTU_B_307349,0.001,0.005457059679767104
OTU_B_115070,0.06,0.1656864008838965
OTU_B_1626324,0.705,0.8654725553599933
OTU_B_757567,0.159,0.33081706555671175
OTU_B_144456,0.711,0.8702380019588639
OTU_B_111257,0.543,0.7220099308388013
OTU_B_144454,0.531,0.7188657578766815
OTU_B_183461,0.036,0.11494857872884061
OTU_B_838188,0.024,0.08363053328685953
OTU_B_756119,1.0,1.0
OTU_B_1493073,0.006,0.025978345604157644
OTU_B_115888,0.018,0.06631322933300578
OTU_B_67873,0.146,0.3156142424679256
OTU_B_67872,0.122,0.28355734655920645
OTU_B_475633,0.386,0.5890658932478502
OTU_B_67870,0.489,0.6914704384724186
OTU_B_67877,0.001,0.005457059679767104
OTU_B_119136,0.003,0.014229954135695081
OTU_B_1119368,0.001,0.005457059679767104
OTU_B_67874,0.537,0.7198723461314979
OTU_B_768917,0.001,0.005457059679767104
OTU_B_67878,0.874,1.0
OTU_B_734094,0.523,0.7166727281034405
OTU_B_1393281,0.345,0.5567821782178217
OTU_B_1103987,0.68,0.8425067129342754
OTU_B_1580077,0.291,0.506362961243908
OTU_B_338526,0.005,0.022183431952662723
OTU_B_785567,0.885,1.0
OTU_B_338524,0.054,0.15354266211604095
OTU_B_1024990,0.139,0.30750815077081955
OTU_B_728556,0.12,0.2801245330012453
OTU_B_437873,0.521,0.7161571107750127
OTU_B_910854,0.009,0.03681505728314238
OTU_B_265720,0.774,0.9164551125148046
OTU_B_438317,0.715,0.8735652598989734
OTU_B_238666,0.734,0.8887774233921435
OTU_B_1628911,1.0,1.0
OTU_B_783931,0.027,0.09183306872306644
OTU_B_809666,0.313,0.5205154421957305
OTU_B_730390,0.24,0.45387981587741977
OTU_B_109875,0.001,0.005457059679767104
OTU_B_219516,0.001,0.005457059679767104
OTU_B_1162835,0.001,0.005457059679767104
OTU_B_305823,0.121,0.28173526900085394
OTU_B_712536,0.048,0.14204400592007893
OTU_B_91185,0.077,0.20031086824529448
OTU_B_261621,0.001,0.005457059679767104
OTU_B_690930,0.001,0.005457059679767104
OTU_B_116052,0.643,0.8115838734113291
OTU_B_1074509,0.001,0.005457059679767104
OTU_B_127480,1.0,1.0
OTU_B_690937,0.028,0.09450551429214495
OTU_B_115145,0.16,0.33220629975770166
OTU_B_734063,1.0,1.0
OTU_B_921221,0.163,0.3358312839183898
OTU_B_1168492,0.001,0.005457059679767104
OTU_B_142884,1.0,1.0
OTU_B_26412,0.008,0.03319535141117875
OTU_B_26413,0.034,0.11001488833746899
OTU_B_26410,0.631,0.8015650995340957
OTU_B_26416,0.001,0.005457059679767104
OTU_B_26417,0.138,0.3063579570688379
OTU_B_26414,0.001,0.005457059679767104
OTU_B_26415,0.386,0.5890658932478502
OTU_B_461103,0.001,0.005457059679767104
OTU_B_26418,0.001,0.005457059679767104
OTU_B_26419,1.0,1.0
OTU_B_1089580,0.357,0.5691958960182871
OTU_B_692208,0.001,0.005457059679767104
OTU_B_89095,1.0,1.0
OTU_B_1001560,0.56,0.7328527794746488
OTU_B_320853,0.001,0.005457059679767104
OTU_B_1171502,1.0,1.0
OTU_B_320856,0.038,0.12006911083017277
OTU_B_603501,0.001,0.005457059679767104
OTU_B_114285,0.001,0.005457059679767104
OTU_B_117956,0.001,0.005457059679767104
OTU_B_735415,0.099,0.24053856124432924
OTU_B_385416,0.002,0.010009010512264308
OTU_B_406505,0.533,0.7191711355047687
OTU_B_165185,0.72,0.8778503191186633
OTU_B_1165332,0.549,0.7246867655472911
OTU_B_737147,0.301,0.5122909998865054
OTU_B_116537,0.071,0.18844530973451326
OTU_B_116534,0.082,0.2098237351761795
OTU_B_749936,0.056,0.1572761494521959
OTU_B_1544927,0.07,0.1865174129353234
OTU_B_733155,0.294,0.5081046444623718
OTU_B_1004742,0.001,0.005457059679767104
OTU_B_185062,0.001,0.005457059679767104
OTU_B_114026,0.002,0.010009010512264308
OTU_B_2198164,0.007,0.029632180663373326
OTU_B_73368,0.725,0.8816526781007987
OTU_B_73369,1.0,1.0
OTU_B_110073,0.001,0.005457059679767104
OTU_B_73362,0.153,0.32347215564641196
OTU_B_73363,0.524,0.7168639328559048
OTU_B_81694,1.0,1.0
OTU_B_73366,0.004,0.018332518337408316
OTU_B_73367,0.054,0.15354266211604095
OTU_B_73364,0.795,0.9325578848560702
OTU_B_601873,1.0,1.0
OTU_B_361459,0.671,0.8347006221484862
OTU_B_361458,0.005,0.022183431952662723
OTU_B_457910,0.001,0.005457059679767104
OTU_B_89320,1.0,1.0
OTU_B_89327,0.146,0.3156142424679256
OTU_B_815990,0.001,0.005457059679767104
OTU_B_89324,0.015,0.057113114129744826
OTU_B_712398,0.001,0.005457059679767104
OTU_B_386022,0.673,0.8360788667053268
OTU_B_230816,0.016,0.06026271505713927
OTU_B_89328,0.001,0.005457059679767104
OTU_B_65175,0.002,0.010009010512264308
OTU_B_65176,0.261,0.47973965802537233
OTU_B_65177,0.001,0.005457059679767104
OTU_B_51748,0.001,0.005457059679767104
OTU_B_1873816,0.001,0.005457059679767104
OTU_B_65172,0.008,0.03319535141117875
OTU_B_65173,0.262,0.4808704485649593
OTU_B_1261755,0.006,0.025978345604157644
OTU_B_51746,1.0,1.0
OTU_B_51963,1.0,1.0
OTU_B_51964,0.437,0.6432008637188987
OTU_B_51965,0.001,0.005457059679767104
OTU_B_625421,0.001,0.005457059679767104
OTU_B_51967,0.091,0.22602666666666665
OTU_B_430604,0.001,0.005457059679767104
OTU_B_106239,0.539,0.7205245141736495
OTU_B_706882,0.005,0.022183431952662723
OTU_B_56990,0.762,0.9085233154442457
OTU_B_56992,0.515,0.7136992884206634
OTU_B_143005,0.615,0.7868725736956614
OTU_B_56995,0.073,0.1923070707070707
OTU_B_831313,0.545,0.7230664425373795
OTU_B_431200,0.001,0.005457059679767104
OTU_B_130145,0.815,0.950738234150136
OTU_B_1397631,0.941,1.0
OTU_B_25035,0.006,0.025978345604157644
OTU_B_25034,0.001,0.005457059679767104
OTU_B_25037,0.5,0.7018627726294112
OTU_B_25031,0.562,0.7346046633253434
OTU_B_987730,0.429,0.6342585034013606
OTU_B_148249,0.281,0.49841812052752976
OTU_B_25032,0.005,0.022183431952662723
OTU_B_1471521,0.001,0.005457059679767104
OTU_B_128513,1.0,1.0
OTU_B_230695,0.043,0.1317319713993871
OTU_B_345325,0.002,0.010009010512264308
OTU_B_121867,0.046,0.13835058162855995
OTU_B_755322,0.007,0.029632180663373326
OTU_B_990175,0.525,0.7169892081417057
OTU_B_715706,0.009,0.03681505728314238
OTU_B_715704,0.196,0.3880409267938478
OTU_B_112824,1.0,1.0
OTU_B_489663,0.001,0.005457059679767104
OTU_B_221770,0.001,0.005457059679767104
OTU_B_761091,1.0,1.0
OTU_B_150054,0.146,0.3156142424679256
OTU_B_140221,0.174,0.35220408989674024
OTU_B_140223,0.46,0.6667465687222115
OTU_B_348457,0.541,0.721108928492067
OTU_B_140224,0.502,0.703616412748855
OTU_B_305442,0.513,0.712342978841613
OTU_B_135042,0.002,0.010009010512264308
OTU_B_309000,0.294,0.5081046444623718
OTU_B_124301,1.0,1.0
OTU_B_710390,0.501,0.7027731163182264
OTU_B_124303,0.786,0.9251123145749942
OTU_B_240261,0.595,0.7673391812865497
OTU_B_153507,0.008,0.03319535141117875
OTU_B_154228,0.36,0.5714878526438364
OTU_B_306934,0.156,0.3270025160749231
OTU_B_859141,0.78,0.920687945216262
OTU_B_118255,0.019,0.06926558891454965
OTU_B_36099,0.001,0.005457059679767104
OTU_B_409051,0.001,0.005457059679767104
OTU_B_602194,1.0,1.0
OTU_B_36096,0.094,0.23135138683735434
OTU_B_712210,0.104,0.2502140221402214
OTU_B_763036,0.002,0.010009010512264308
OTU_B_766043,0.364,0.5744928695469137
OTU_B_227068,0.008,0.03319535141117875
OTU_B_1173384,0.003,0.014229954135695081
OTU_B_51893,0.343,0.554688666019627
OTU_B_139611,0.549,0.7246867655472911
OTU_B_139612,0.334,0.5440947259790343
OTU_B_746013,0.748,0.8994112977588903
OTU_B_139618,0.051,0.14780094695139626
OTU_B_117228,0.005,0.022183431952662723
OTU_B_1173952,1.0,1.0
OTU_B_1463471,0.904,1.0
OTU_B_742728,0.303,0.5133933676063499
OTU_B_1519337,1.0,1.0
OTU_B_784184,0.005,0.022183431952662723
OTU_B_559584,0.283,0.5002791465283508
OTU_B_617568,0.131,0.29728753026634386
OTU_B_1876046,0.001,0.005457059679767104
OTU_B_785291,0.005,0.022183431952662723
OTU_B_136486,0.162,0.3345062994836489
OTU_B_70638,0.002,0.010009010512264308
OTU_B_367141,0.449,0.6562896827330766
OTU_B_841525,0.001,0.005457059679767104
OTU_B_817917,0.138,0.3063579570688379
OTU_B_70631,0.379,0.5840896151276913
OTU_B_1631777,0.708,0.8677347063871521
OTU_B_70632,0.669,0.832834467873153
OTU_B_1447344,1.0,1.0
OTU_B_712898,1.0,1.0
OTU_B_795283,0.001,0.005457059679767104
OTU_B_1130049,0.378,0.5835680238842847
OTU_B_152569,0.001,0.005457059679767104
OTU_B_671204,0.001,0.005457059679767104
OTU_B_107541,0.09,0.2241182331451345
OTU_B_712896,0.032,0.10508529508376217
OTU_B_671200,1.0,1.0
OTU_B_247057,0.001,0.005457059679767104
OTU_B_1163533,0.001,0.005457059679767104
OTU_B_149196,0.068,0.18251798818686238
OTU_B_1447347,0.296,0.5091553108511127
OTU_B_610660,0.008,0.03319535141117875
OTU_B_149193,0.2,0.3941130091984232
OTU_B_1447337,0.001,0.005457059679767104
OTU_B_737707,0.517,0.7144571718195641
OTU_B_639623,0.112,0.26566782663714017
OTU_B_1264767,1.0,1.0
OTU_B_737700,0.001,0.005457059679767104
OTU_B_754055,1.0,1.0
OTU_B_653184,0.328,0.5367110044192264
OTU_B_439667,0.348,0.5599965661551669
OTU_B_669686,0.001,0.005457059679767104
OTU_B_1856415,1.0,1.0
OTU_B_1189932,1.0,1.0
OTU_B_535512,0.001,0.005457059679767104
OTU_B_588709,1.0,1.0
OTU_B_118874,0.315,0.522537610619469
OTU_B_561389,0.013,0.05060955347871235
OTU_B_375005,0.001,0.005457059679767104
OTU_B_709140,0.911,1.0
OTU_B_123937,0.729,0.8845443806133182
OTU_B_709681,0.001,0.005457059679767104
OTU_B_304881,0.005,0.022183431952662723
OTU_B_1282160,0.232,0.4423767563100006
OTU_B_123423,1.0,1.0
OTU_B_320675,0.018,0.06631322933300578
OTU_B_916694,0.096,0.23511611954924058
OTU_B_1872151,0.001,0.005457059679767104
OTU_B_111792,0.2,0.3941130091984232
OTU_B_746009,0.009,0.03681505728314238
OTU_B_121687,0.001,0.005457059679767104
OTU_B_121683,0.071,0.18844530973451326
OTU_B_645095,0.001,0.005457059679767104
OTU_B_115295,0.233,0.44391665607927844
OTU_B_735253,0.833,0.9671842359955093
OTU_B_735251,0.134,0.30099820251647696
OTU_B_1099649,0.619,0.7907759935255783
OTU_B_372408,0.034,0.11001488833746899
OTU_B_391168,0.446,0.6529229267340265
OTU_B_157558,0.001,0.005457059679767104
OTU_B_84319,0.026,0.0890376798355789
OTU_B_84318,0.001,0.005457059679767104
OTU_B_138567,0.487,0.6893248383595262
OTU_B_337154,0.315,0.522537610619469
OTU_B_719254,1.0,1.0
OTU_B_1425972,0.001,0.005457059679767104
OTU_B_25109,0.006,0.025978345604157644
OTU_B_84313,0.075,0.19643699240241025
OTU_B_84312,0.842,0.9754814585908529
OTU_B_84317,0.706,0.8662746798674467
OTU_B_25108,0.386,0.5890658932478502
OTU_B_1464461,0.026,0.0890376798355789
OTU_B_785014,0.04,0.12500573095759093
OTU_B_1161684,0.001,0.005457059679767104
OTU_B_793105,0.144,0.3133687418371789
OTU_B_243717,0.001,0.005457059679767104
OTU_B_353871,0.001,0.005457059679767104
OTU_B_437661,0.528,0.7181106475603121
OTU_B_814812,0.508,0.7088789838552086
OTU_B_25105,1.0,1.0
OTU_B_1433950,0.271,0.48986451301832207
OTU_B_1497565,0.001,0.005457059679767104
OTU_B_779776,0.604,0.7764087090690897
OTU_B_691934,0.001,0.005457059679767104
OTU_B_79144,0.05,0.1458329281338131
OTU_B_62385,0.64,0.8089548213081592
OTU_B_158857,0.012,0.04724389603570491
OTU_B_79141,1.0,1.0
OTU_B_919453,0.32,0.5277088029911475
OTU_B_122089,0.001,0.005457059679767104
OTU_B_322514,0.012,0.04724389603570491
OTU_B_223680,1.0,1.0
OTU_B_743187,1.0,1.0
OTU_B_743186,0.03,0.10007340674007341
OTU_B_232501,0.377,0.5827741469951551
OTU_B_179757,0.001,0.005457059679767104
OTU_B_775114,0.871,1.0
OTU_B_1083460,0.802,0.9386031919459945
OTU_B_691931,0.001,0.005457059679767104
OTU_B_384670,0.001,0.005457059679767104
OTU_B_775442,1.0,1.0
OTU_B_155181,0.223,0.4286768363030381
OTU_B_1362271,1.0,1.0
OTU_B_1215570,0.004,0.018332518337408316
OTU_B_92832,0.026,0.0890376798355789
OTU_B_718898,1.0,1.0
OTU_B_771726,1.0,1.0
OTU_B_611677,0.001,0.005457059679767104
OTU_B_1901311,0.001,0.005457059679767104
OTU_B_127523,0.757,0.9054414356929212
OTU_B_795665,0.001,0.005457059679767104
OTU_B_280358,0.007,0.029632180663373326
OTU_B_251749,0.478,0.6815067503327629
OTU_B_133056,1.0,1.0
OTU_B_342774,1.0,1.0
OTU_B_76581,0.157,0.32799832822513236
OTU_B_76580,0.216,0.41835789473684215
OTU_B_76583,0.022,0.07788290840415486
OTU_B_76582,0.151,0.3210315446232367
OTU_B_79324,0.001,0.005457059679767104
OTU_B_27520,0.536,0.7197220630372493
OTU_B_27523,0.028,0.09450551429214495
OTU_B_79327,0.003,0.014229954135695081
OTU_B_76589,1.0,1.0
OTU_B_718396,0.777,0.9185929283771533
OTU_B_27529,0.476,0.6797539281973145
OTU_B_27528,0.218,0.4213608300573565
OTU_B_747350,1.0,1.0
OTU_B_40105,0.025,0.08636258926514628
OTU_B_709354,0.125,0.28845118104177886
OTU_B_111139,0.377,0.5827741469951551
OTU_B_143109,0.046,0.13835058162855995
OTU_B_709420,0.362,0.5732670151539152
OTU_B_156683,0.017,0.0633686303753418
OTU_B_1263519,0.665,0.8294040836694807
OTU_B_115166,0.244,0.45956091434312984
OTU_B_44622,0.011,0.04377813163481953
OTU_B_129488,0.003,0.014229954135695081
OTU_B_129489,1.0,1.0
OTU_B_118415,0.934,1.0
OTU_B_1518196,0.001,0.005457059679767104
OTU_B_1447650,0.171,0.347609597397316
OTU_B_737187,0.266,0.48465293724561087
OTU_B_145460,0.099,0.24053856124432924
OTU_B_110665,1.0,1.0
OTU_B_334058,0.012,0.04724389603570491
OTU_B_1114308,0.78,0.920687945216262
OTU_B_147643,0.001,0.005457059679767104
OTU_B_794610,0.522,0.7162842110079152
OTU_B_1590660,0.258,0.4767380937711786
OTU_B_830721,0.087,0.21873618911895382
OTU_B_161646,1.0,1.0
OTU_B_159742,0.634,0.804013868921776
OTU_B_380821,0.038,0.12006911083017277
OTU_B_788885,1.0,1.0
OTU_B_27668,1.0,1.0
OTU_B_27669,0.867,0.999195511835229
OTU_B_27666,0.41,0.6129664523204227
OTU_B_1454375,0.327,0.5355129409195151
OTU_B_27665,0.034,0.11001488833746899
OTU_B_27663,0.021,0.07489084423305589
OTU_B_27660,1.0,1.0
OTU_B_763791,0.001,0.005457059679767104
OTU_B_390466,0.303,0.5133933676063499
OTU_B_129267,0.706,0.8662746798674467
OTU_B_691009,0.275,0.4935256103398756
OTU_B_622348,0.242,0.456798036377368
OTU_B_1535055,0.532,0.7191711355047687
OTU_B_186554,0.562,0.7346046633253434
OTU_B_267178,0.078,0.2023681660899654
OTU_B_188062,0.001,0.005457059679767104
OTU_B_712701,0.079,0.20425586206896554
OTU_B_923801,0.26,0.47884065090574146
OTU_B_370567,0.001,0.005457059679767104
OTU_B_715574,0.001,0.005457059679767104
OTU_B_712704,0.312,0.519543834323469
OTU_B_460354,0.147,0.31645305770887167
OTU_B_425389,0.526,0.7171466496954269
OTU_B_218920,0.523,0.7166727281034405
OTU_B_218921,0.001,0.005457059679767104
OTU_B_789928,0.066,0.1782184208157018
OTU_B_181783,1.0,1.0
OTU_B_709367,0.863,0.9953888397492596
OTU_B_122004,0.044,0.13415146894378366
OTU_B_1527091,0.103,0.24822627561269586
OTU_B_136252,0.562,0.7346046633253434
OTU_B_785846,0.037,0.11751604363020225
OTU_B_913110,0.385,0.5882881597717546
OTU_B_124901,0.102,0.2463111111111111
OTU_B_796988,0.052,0.14984473481936972
OTU_B_1253743,0.507,0.7081095278010617
OTU_B_82001,0.165,0.3387186858316222
OTU_B_82000,0.806,0.9422549990255311
OTU_B_82007,0.966,1.0
OTU_B_82006,0.775,0.9170960741763662
OTU_B_82004,0.919,1.0
OTU_B_821910,0.046,0.13835058162855995
OTU_B_267350,0.008,0.03319535141117875
OTU_B_182712,0.408,0.6107679560768655
OTU_B_1189821,0.001,0.005457059679767104
OTU_B_398609,0.359,0.5706857476016325
OTU_B_92834,0.193,0.38336684548645605
OTU_B_797080,0.006,0.025978345604157644
OTU_B_121088,0.294,0.5081046444623718
OTU_B_730617,0.897,1.0
OTU_B_764275,0.09,0.2241182331451345
OTU_B_171805,0.148,0.31753458759567926
OTU_B_687274,0.663,0.8276323982352451
OTU_B_1173468,0.017,0.0633686303753418
OTU_B_1074386,0.001,0.005457059679767104
OTU_B_1378994,0.007,0.029632180663373326
OTU_B_935284,1.0,1.0
OTU_B_320087,0.039,0.12251890646276317
OTU_B_164493,0.001,0.005457059679767104
OTU_B_139428,0.022,0.07788290840415486
OTU_B_196031,0.018,0.06631322933300578
OTU_B_787760,0.147,0.31645305770887167
OTU_B_42521,1.0,1.0
OTU_B_139421,0.238,0.45103601668141036
OTU_B_139420,0.308,0.5170455614015448
OTU_B_42526,0.504,0.705397732045359
OTU_B_737491,0.309,0.5175366057966158
OTU_B_532758,0.001,0.005457059679767104
OTU_B_785769,0.001,0.005457059679767104
OTU_B_653437,0.001,0.005457059679767104
OTU_B_760414,0.161,0.33317546401711173
OTU_B_49207,1.0,1.0
OTU_B_763972,0.002,0.010009010512264308
OTU_B_734281,0.06,0.1656864008838965
OTU_B_46928,0.785,0.9242980527638192
OTU_B_686177,0.001,0.005457059679767104
OTU_B_120308,0.693,0.8549052319842053
OTU_B_768274,0.919,1.0
OTU_B_786090,0.008,0.03319535141117875
OTU_B_1472813,0.313,0.5205154421957305
OTU_B_1059337,0.214,0.4153962850300952
OTU_B_786098,0.018,0.06631322933300578
OTU_B_839607,0.464,0.6701154716617711
OTU_B_749291,0.001,0.005457059679767104
OTU_B_157324,1.0,1.0
OTU_B_121309,0.271,0.48986451301832207
OTU_B_1518302,0.001,0.005457059679767104
OTU_B_1175341,0.389,0.5916271805273834
OTU_B_775012,0.307,0.5162626296607794
OTU_B_121305,0.048,0.14204400592007893
OTU_B_29232,0.597,0.7694221993038546
OTU_B_464543,0.001,0.005457059679767104
OTU_B_784782,0.093,0.22951172549987658
OTU_B_1391417,0.138,0.3063579570688379
OTU_B_121086,0.019,0.06926558891454965
OTU_B_1100062,0.869,1.0
OTU_B_784788,0.049,0.14393809990205683
OTU_B_714019,0.001,0.005457059679767104
OTU_B_784032,0.12,0.2801245330012453
OTU_B_157897,0.173,0.35067693971343605
OTU_B_26207,0.001,0.005457059679767104
OTU_B_26205,0.103,0.24822627561269586
OTU_B_86927,1.0,1.0
OTU_B_86920,0.02,0.07201824948973466
OTU_B_122090,0.001,0.005457059679767104
OTU_B_86922,0.85,0.9828135240371642
OTU_B_119427,0.09,0.2241182331451345
OTU_B_62392,0.1,0.242496765847348
OTU_B_86928,0.331,0.5404993738770622
OTU_B_723517,1.0,1.0
OTU_B_141343,1.0,1.0
OTU_B_26208,0.548,0.7241635530489955
OTU_B_786323,0.001,0.005457059679767104
OTU_B_1549273,0.245,0.4608944364297811
OTU_B_786326,0.013,0.05060955347871235
OTU_B_558750,0.001,0.005457059679767104
OTU_B_735854,0.229,0.43782546057244853
OTU_B_304189,1.0,1.0
OTU_B_307565,0.046,0.13835058162855995
OTU_B_1572236,0.084,0.21364721845318863
OTU_B_219297,0.536,0.7197220630372493
OTU_B_1093857,1.0,1.0
