0,p-value,Adj p-value
OTU_F_826905,0.282,0.4993944260746339
OTU_F_46319,0.338,0.5488816936488169
OTU_F_210572,0.538,0.7201185343865757
OTU_F_134165,0.001,0.005457059679767104
OTU_F_517244,0.056,0.1572761494521959
OTU_F_870051,0.001,0.005457059679767104
OTU_F_134169,0.001,0.005457059679767104
OTU_F_454156,0.001,0.005457059679767104
OTU_F_99513,0.474,0.6780924397805866
OTU_F_202967,0.162,0.3345062994836489
OTU_F_408535,0.292,0.5070146471371505
OTU_F_297963,0.001,0.005457059679767104
OTU_F_204360,0.131,0.29728753026634386
OTU_F_173499,0.211,0.4108759901311518
OTU_F_320205,0.257,0.475740278977904
OTU_F_210317,0.02,0.07201824948973466
OTU_F_269147,0.001,0.005457059679767104
OTU_F_138998,0.156,0.3270025160749231
OTU_F_525552,0.271,0.48986451301832207
OTU_F_517027,0.062,0.16975570567829104
OTU_F_196674,0.523,0.7166727281034405
OTU_F_174173,0.559,0.7320232283980266
OTU_F_170109,0.001,0.005457059679767104
OTU_F_9747,0.024,0.08363053328685953
OTU_F_9743,0.804,0.9404300924300925
OTU_F_24154,0.28,0.49723251820711706
OTU_F_73084,0.702,0.8630614470178315
OTU_F_220817,0.046,0.13835058162855995
OTU_F_21433,0.784,0.9236645323486664
OTU_F_63204,1.0,1.0
OTU_F_94906,0.805,0.9413427947598254
OTU_F_188617,0.001,0.005457059679767104
OTU_F_538380,0.723,0.8800769511749665
OTU_F_112555,0.324,0.5320234327949631
OTU_F_37311,1.0,1.0
OTU_F_451876,1.0,1.0
OTU_F_33675,0.232,0.4423767563100006
OTU_F_67583,0.136,0.3038069417548041
OTU_F_359988,0.27,0.48908860300779133
OTU_F_59926,0.003,0.014229954135695081
OTU_F_62569,0.157,0.32799832822513236
OTU_F_30634,0.002,0.010009010512264308
OTU_F_30637,0.06,0.1656864008838965
OTU_F_62566,0.258,0.4767380937711786
OTU_F_505996,0.071,0.18844530973451326
OTU_F_171094,0.744,0.896218491445096
OTU_F_339547,0.305,0.514862385321101
OTU_F_256079,0.548,0.7241635530489955
OTU_F_123705,0.143,0.31207567488903437
OTU_F_574104,0.476,0.6797539281973145
OTU_F_667238,0.813,0.9487003346043108
OTU_F_553125,0.001,0.005457059679767104
OTU_F_58690,0.02,0.07201824948973466
OTU_F_136849,0.204,0.40041675392670156
OTU_F_157257,0.001,0.005457059679767104
OTU_F_1756,0.177,0.35711967709384457
OTU_F_1755,0.695,0.8566677626171296
OTU_F_94678,0.425,0.6301774855391308
OTU_F_157700,0.383,0.5867567042958575
OTU_F_68602,0.638,0.8074477171069289
OTU_F_67363,0.043,0.1317319713993871
OTU_F_119195,0.503,0.7046887144992526
OTU_F_67364,0.003,0.014229954135695081
OTU_F_119198,0.001,0.005457059679767104
OTU_F_541786,0.313,0.5205154421957305
OTU_F_209920,0.087,0.21873618911895382
OTU_F_136597,0.003,0.014229954135695081
OTU_F_108131,0.509,0.7097130636913064
OTU_F_109846,0.136,0.3038069417548041
OTU_F_175995,0.001,0.005457059679767104
OTU_F_566965,0.001,0.005457059679767104
OTU_F_149330,0.349,0.5610338210859195
OTU_F_72124,0.199,0.39258093797276855
OTU_F_72123,0.978,1.0
OTU_F_149331,0.4,0.6026422866328428
OTU_F_50896,0.53,0.7188423099534211
OTU_F_50895,0.179,0.3605727718449862
OTU_F_50894,0.001,0.005457059679767104
OTU_F_232860,0.122,0.28355734655920645
OTU_F_171638,0.073,0.1923070707070707
OTU_F_188186,0.001,0.005457059679767104
OTU_F_188182,0.377,0.5827741469951551
OTU_F_361961,0.377,0.5827741469951551
OTU_F_188189,0.001,0.005457059679767104
OTU_F_197209,0.001,0.005457059679767104
OTU_F_207464,0.14,0.30880929616827246
OTU_F_55118,0.001,0.005457059679767104
OTU_F_230644,0.4,0.6026422866328428
OTU_F_103718,0.716,0.8742172284644194
OTU_F_183405,0.399,0.6014680337756334
OTU_F_318544,0.163,0.3358312839183898
OTU_F_186430,1.0,1.0
OTU_F_34157,0.001,0.005457059679767104
OTU_F_103711,1.0,1.0
OTU_F_186438,0.001,0.005457059679767104
OTU_F_35203,0.496,0.6982741269245212
OTU_F_35202,0.179,0.3605727718449862
OTU_F_35207,0.57,0.7415389954020993
OTU_F_35206,0.995,1.0
OTU_F_35205,1.0,1.0
OTU_F_35209,0.137,0.3050184841511395
OTU_F_96093,0.801,0.9377255942854913
OTU_F_47031,0.001,0.005457059679767104
OTU_F_23273,0.317,0.5245497379310344
OTU_F_165296,0.296,0.5091553108511127
OTU_F_155627,0.143,0.31207567488903437
OTU_F_101167,0.523,0.7166727281034405
OTU_F_109261,0.001,0.005457059679767104
OTU_F_132651,0.01,0.040252315125486514
OTU_F_51271,0.018,0.06631322933300578
OTU_F_19384,0.513,0.712342978841613
OTU_F_82459,0.008,0.03319535141117875
OTU_F_247918,0.001,0.005457059679767104
OTU_F_304551,1.0,1.0
OTU_F_244499,0.005,0.022183431952662723
OTU_F_43869,0.001,0.005457059679767104
OTU_F_25054,0.697,0.8583569023569023
OTU_F_25053,0.718,0.876159817723167
OTU_F_25052,0.136,0.3038069417548041
OTU_F_25051,0.718,0.876159817723167
OTU_F_340119,0.044,0.13415146894378366
OTU_F_128868,0.032,0.10508529508376217
OTU_F_420322,0.265,0.4837713798770467
OTU_F_439268,0.081,0.20802808700119885
OTU_F_578357,0.221,0.4258420815933184
OTU_F_348348,0.167,0.3413756815703381
OTU_F_173167,1.0,1.0
OTU_F_46120,0.081,0.20802808700119885
OTU_F_456414,0.302,0.5126837606837606
OTU_F_485452,0.424,0.6289434690142934
OTU_F_135025,0.113,0.267447601010101
OTU_F_135024,0.429,0.6342585034013606
OTU_F_206733,0.03,0.10007340674007341
OTU_F_39001,0.29,0.5057378764972671
OTU_F_39000,0.292,0.5070146471371505
OTU_F_39002,0.219,0.4228304364619544
OTU_F_378661,0.277,0.4951593753725117
OTU_F_165834,1.0,1.0
OTU_F_431225,0.001,0.005457059679767104
OTU_F_557549,1.0,1.0
OTU_F_257618,0.526,0.7171466496954269
OTU_F_191326,0.158,0.3294678439824793
OTU_F_501810,0.299,0.5110330521996809
OTU_F_328257,1.0,1.0
OTU_F_99987,0.001,0.005457059679767104
OTU_F_247,0.277,0.4951593753725117
OTU_F_55800,0.086,0.21694944907056943
OTU_F_16248,0.286,0.502973613228568
OTU_F_16246,0.001,0.005457059679767104
OTU_F_55808,0.969,1.0
OTU_F_105016,0.548,0.7241635530489955
OTU_F_182445,0.001,0.005457059679767104
OTU_F_419872,0.47,0.6748164105510076
OTU_F_149212,1.0,1.0
OTU_F_182441,0.001,0.005457059679767104
OTU_F_158379,1.0,1.0
OTU_F_120137,0.058,0.1614868176754549
OTU_F_64606,0.485,0.6876622701271687
OTU_F_124109,0.205,0.4021164159581425
OTU_F_113098,0.358,0.5698511835261649
OTU_F_104723,0.054,0.15354266211604095
OTU_F_9246,1.0,1.0
OTU_F_128589,0.284,0.5012787193973635
OTU_F_21606,0.172,0.349192716442158
OTU_F_21607,0.143,0.31207567488903437
OTU_F_46782,0.001,0.005457059679767104
OTU_F_181010,0.292,0.5070146471371505
OTU_F_154073,0.153,0.32347215564641196
OTU_F_250708,0.47,0.6748164105510076
OTU_F_274008,0.001,0.005457059679767104
OTU_F_26038,0.261,0.47973965802537233
OTU_F_134371,0.16,0.33220629975770166
OTU_F_656979,1.0,1.0
OTU_F_204656,0.292,0.5070146471371505
OTU_F_154282,0.001,0.005457059679767104
OTU_F_152552,1.0,1.0
OTU_F_250705,0.759,0.9065321173987496
OTU_F_24096,0.001,0.005457059679767104
OTU_F_42801,0.036,0.11494857872884061
OTU_F_128133,0.001,0.005457059679767104
OTU_F_133686,0.651,0.818443661971831
OTU_F_157066,0.051,0.14780094695139626
OTU_F_157064,0.001,0.005457059679767104
OTU_F_158703,0.001,0.005457059679767104
OTU_F_68161,0.539,0.7205245141736495
OTU_F_68163,0.005,0.022183431952662723
OTU_F_49312,0.001,0.005457059679767104
OTU_F_197446,1.0,1.0
OTU_F_68168,0.146,0.3156142424679256
OTU_F_149681,0.312,0.519543834323469
OTU_F_149682,0.405,0.6077938453840381
OTU_F_157552,0.001,0.005457059679767104
OTU_F_38518,0.001,0.005457059679767104
OTU_F_106385,0.633,0.8031872064982867
OTU_F_126131,1.0,1.0
OTU_F_38517,0.041,0.1272952380952381
OTU_F_117070,0.001,0.005457059679767104
OTU_F_38513,0.949,1.0
OTU_F_53720,0.055,0.15531117597213068
OTU_F_442001,0.124,0.2870047846889952
OTU_F_102899,0.001,0.005457059679767104
OTU_F_102545,0.512,0.7119102457116366
OTU_F_209155,0.516,0.7141941021736121
OTU_F_10719,0.296,0.5091553108511127
OTU_F_167470,0.268,0.48723137540158823
OTU_F_118683,0.621,0.7924533889290729
OTU_F_108724,0.26,0.47884065090574146
OTU_F_108725,0.481,0.6840605054767889
OTU_F_71525,0.057,0.15939804195804197
OTU_F_54989,0.23,0.4392333651703279
OTU_F_204436,0.056,0.1572761494521959
OTU_F_62895,0.069,0.1844756641112498
OTU_F_371653,1.0,1.0
OTU_F_104870,0.738,0.8919643763852508
OTU_F_690186,0.399,0.6014680337756334
OTU_F_68299,0.142,0.3112749598011986
OTU_F_236934,0.375,0.5817213199544843
OTU_F_30402,0.287,0.5039639344262294
OTU_F_30400,0.056,0.1572761494521959
OTU_F_30401,0.136,0.3038069417548041
OTU_F_30406,0.007,0.029632180663373326
OTU_F_30407,0.404,0.6067181413048921
OTU_F_30404,0.001,0.005457059679767104
OTU_F_30405,0.307,0.5162626296607794
OTU_F_106652,0.363,0.5739112282551396
OTU_F_30408,0.002,0.010009010512264308
OTU_F_134885,1.0,1.0
OTU_F_587123,0.314,0.5216577854096272
OTU_F_432720,0.539,0.7205245141736495
OTU_F_144387,0.001,0.005457059679767104
OTU_F_123954,0.798,0.9350895096698574
OTU_F_102761,1.0,1.0
OTU_F_123951,0.629,0.7999731998982275
OTU_F_534665,0.46,0.6667465687222115
OTU_F_108858,0.366,0.5759219307450157
OTU_F_840738,0.658,0.8236534223706177
OTU_F_147514,0.001,0.005457059679767104
OTU_F_698136,0.217,0.4199421860885275
OTU_F_89604,1.0,1.0
OTU_F_147513,0.001,0.005457059679767104
OTU_F_472493,0.296,0.5091553108511127
OTU_F_48046,0.499,0.700983981264637
OTU_F_234968,0.452,0.6591968879163628
OTU_F_48040,0.722,0.879395061728395
OTU_F_48043,0.004,0.018332518337408316
OTU_F_122396,0.015,0.057113114129744826
OTU_F_122390,0.001,0.005457059679767104
OTU_F_184628,0.003,0.014229954135695081
OTU_F_67110,0.133,0.29964963942307693
OTU_F_115494,0.148,0.31753458759567926
OTU_F_143166,0.001,0.005457059679767104
OTU_F_432305,0.822,0.95726582278481
OTU_F_450107,1.0,1.0
OTU_F_871240,0.001,0.005457059679767104
OTU_F_218522,0.001,0.005457059679767104
OTU_F_397995,1.0,1.0
OTU_F_137676,0.153,0.32347215564641196
OTU_F_600312,0.024,0.08363053328685953
OTU_F_182949,0.796,0.9333658612870437
OTU_F_242130,1.0,1.0
OTU_F_136101,1.0,1.0
OTU_F_193145,0.424,0.6289434690142934
OTU_F_109458,0.15,0.31997155049786624
OTU_F_109455,0.237,0.44953857829496585
OTU_F_109983,0.788,0.9266662484316186
OTU_F_109450,0.005,0.022183431952662723
OTU_F_77963,0.067,0.18046376290974406
OTU_F_97922,0.144,0.3133687418371789
OTU_F_97927,0.872,1.0
OTU_F_97924,0.642,0.8106287205826632
OTU_F_31758,0.002,0.010009010512264308
OTU_F_31755,0.119,0.27833174764095764
OTU_F_31757,0.023,0.0808409703504043
OTU_F_415942,0.3,0.5116342545206415
OTU_F_7197,0.001,0.005457059679767104
OTU_F_31753,0.363,0.5739112282551396
OTU_F_31752,0.476,0.6797539281973145
OTU_F_492022,1.0,1.0
OTU_F_30940,0.243,0.45819539796303277
OTU_F_105835,0.378,0.5835680238842847
OTU_F_15296,0.001,0.005457059679767104
OTU_F_656892,1.0,1.0
OTU_F_86646,0.137,0.3050184841511395
OTU_F_154912,0.56,0.7328527794746488
OTU_F_133822,0.764,0.9099312207132079
OTU_F_437978,0.085,0.21542335643062363
OTU_F_95976,0.001,0.005457059679767104
OTU_F_154801,0.283,0.5002791465283508
OTU_F_107062,0.001,0.005457059679767104
OTU_F_92250,0.034,0.11001488833746899
OTU_F_231488,0.364,0.5744928695469137
OTU_F_35928,0.002,0.010009010512264308
OTU_F_155662,0.337,0.5475839202513816
OTU_F_35922,0.669,0.832834467873153
OTU_F_25719,0.158,0.3294678439824793
OTU_F_35927,0.002,0.010009010512264308
OTU_F_35924,0.015,0.057113114129744826
OTU_F_35925,0.157,0.32799832822513236
OTU_F_149910,0.68,0.8425067129342754
OTU_F_457941,0.553,0.727118632178869
OTU_F_336665,0.571,0.7425500585353163
OTU_F_181494,0.292,0.5070146471371505
OTU_F_22399,0.108,0.2580779220779221
OTU_F_52801,0.356,0.5682056303549572
OTU_F_273631,0.001,0.005457059679767104
OTU_F_155665,0.001,0.005457059679767104
OTU_F_52808,0.45,0.6572068562524347
OTU_F_184478,0.001,0.005457059679767104
OTU_F_22394,0.053,0.1517060507730483
OTU_F_131460,0.024,0.08363053328685953
OTU_F_77298,0.188,0.375224329540161
OTU_F_638758,0.302,0.5126837606837606
OTU_F_154878,0.377,0.5827741469951551
OTU_F_60938,0.001,0.005457059679767104
OTU_F_77291,0.001,0.005457059679767104
OTU_F_110979,0.001,0.005457059679767104
OTU_F_450072,0.567,0.7387898166652185
OTU_F_151579,0.367,0.5766483654652137
OTU_F_422065,1.0,1.0
OTU_F_66790,0.045,0.13624470018170806
OTU_F_150119,0.001,0.005457059679767104
OTU_F_189398,0.143,0.31207567488903437
OTU_F_129009,0.016,0.06026271505713927
OTU_F_150113,0.001,0.005457059679767104
OTU_F_127725,0.085,0.21542335643062363
OTU_F_61223,0.109,0.25984643510054845
OTU_F_77035,0.468,0.6733309028110909
OTU_F_657767,0.294,0.5081046444623718
OTU_F_257257,0.373,0.5805104042343417
OTU_F_324581,0.261,0.47973965802537233
OTU_F_192150,0.517,0.7144571718195641
OTU_F_114456,0.24,0.45387981587741977
OTU_F_43327,0.276,0.494344102717229
OTU_F_192156,0.376,0.5821584843322493
OTU_F_32252,0.095,0.23327656787293272
OTU_F_292244,0.512,0.7119102457116366
OTU_F_56851,0.758,0.9060954962136308
OTU_F_56850,1.0,1.0
OTU_F_56852,0.322,0.5297254127584883
OTU_F_56854,0.155,0.32586289078928926
OTU_F_56857,0.001,0.005457059679767104
OTU_F_166931,0.003,0.014229954135695081
OTU_F_145004,0.412,0.6150061716105912
OTU_F_120094,0.001,0.005457059679767104
OTU_F_120095,1.0,1.0
OTU_F_120097,1.0,1.0
OTU_F_60247,0.615,0.7868725736956614
OTU_F_62389,0.554,0.727954786418401
OTU_F_172192,0.021,0.07489084423305589
OTU_F_145008,0.002,0.010009010512264308
OTU_F_296816,0.314,0.5216577854096272
OTU_F_581404,0.015,0.057113114129744826
OTU_F_63913,1.0,1.0
OTU_F_128454,0.391,0.5934051209391762
OTU_F_93344,1.0,1.0
OTU_F_175168,1.0,1.0
OTU_F_52119,0.094,0.23135138683735434
OTU_F_141586,1.0,1.0
OTU_F_141856,0.263,0.4818507025045816
OTU_F_52110,0.001,0.005457059679767104
OTU_F_134189,0.001,0.005457059679767104
OTU_F_52112,0.139,0.30750815077081955
OTU_F_102955,0.001,0.005457059679767104
OTU_F_102954,0.427,0.6322365718799368
OTU_F_301223,1.0,1.0
OTU_F_244462,0.469,0.6740582710369944
OTU_F_167047,0.001,0.005457059679767104
OTU_F_450483,0.166,0.3401894089511445
OTU_F_113158,0.02,0.07201824948973466
OTU_F_146670,0.538,0.7201185343865757
OTU_F_113152,0.266,0.48465293724561087
OTU_F_146673,0.053,0.1517060507730483
OTU_F_192123,0.001,0.005457059679767104
OTU_F_148436,0.001,0.005457059679767104
OTU_F_148437,0.372,0.5794652539732004
OTU_F_134183,0.464,0.6701154716617711
OTU_F_140459,1.0,1.0
OTU_F_247888,0.001,0.005457059679767104
OTU_F_42495,1.0,1.0
OTU_F_135766,0.719,0.8770232633805107
OTU_F_42497,0.544,0.7225707705934455
OTU_F_49142,0.137,0.3050184841511395
OTU_F_42321,0.115,0.2710901516937829
OTU_F_162562,0.001,0.005457059679767104
OTU_F_155899,0.142,0.3112749598011986
OTU_F_167081,0.001,0.005457059679767104
OTU_F_246682,0.773,0.9157410435675634
OTU_F_45312,0.369,0.5777327208185425
OTU_F_274613,1.0,1.0
OTU_F_45310,0.464,0.6701154716617711
OTU_F_198636,0.476,0.6797539281973145
OTU_F_192382,0.529,0.7183306017114139
OTU_F_467134,0.001,0.005457059679767104
OTU_F_146584,1.0,1.0
OTU_F_467136,0.001,0.005457059679767104
OTU_F_99532,0.552,0.7265363584499934
OTU_F_10360,1.0,1.0
OTU_F_247583,0.001,0.005457059679767104
OTU_F_682711,1.0,1.0
OTU_F_198144,0.371,0.5787190929422167
OTU_F_210886,0.537,0.7198723461314979
OTU_F_287404,1.0,1.0
OTU_F_524730,0.806,0.9422549990255311
OTU_F_105604,0.001,0.005457059679767104
OTU_F_97464,0.001,0.005457059679767104
OTU_F_105353,0.001,0.005457059679767104
OTU_F_173960,0.001,0.005457059679767104
OTU_F_173961,0.357,0.5691958960182871
OTU_F_173962,0.001,0.005457059679767104
OTU_F_173963,1.0,1.0
OTU_F_105608,0.258,0.4767380937711786
OTU_F_173965,0.001,0.005457059679767104
OTU_F_139047,0.002,0.010009010512264308
OTU_F_204207,0.9,1.0
OTU_F_161450,0.293,0.5077515456173801
OTU_F_10509,0.019,0.06926558891454965
OTU_F_9763,0.025,0.08636258926514628
OTU_F_40890,0.292,0.5070146471371505
OTU_F_40896,0.525,0.7169892081417057
OTU_F_216483,0.276,0.494344102717229
OTU_F_10505,0.14,0.30880929616827246
OTU_F_53576,0.001,0.005457059679767104
OTU_F_21412,0.456,0.6629994182664339
OTU_F_176226,0.355,0.5673643823936907
OTU_F_285314,0.721,0.8787837607184947
OTU_F_148076,0.107,0.256137281506904
OTU_F_171106,0.709,0.8687118228613449
OTU_F_63263,0.315,0.522537610619469
OTU_F_63260,1.0,1.0
OTU_F_471916,1.0,1.0
OTU_F_63265,0.785,0.9242980527638192
OTU_F_62796,0.151,0.3210315446232367
OTU_F_123723,0.786,0.9251123145749942
OTU_F_123722,0.936,1.0
OTU_F_123721,0.363,0.5739112282551396
OTU_F_123720,0.04,0.12500573095759093
OTU_F_119207,0.15,0.31997155049786624
OTU_F_206778,0.595,0.7673391812865497
OTU_F_123729,0.372,0.5794652539732004
OTU_F_232757,0.382,0.5861528701524609
OTU_F_67562,0.001,0.005457059679767104
OTU_F_168682,0.34,0.5512341207632845
OTU_F_338838,1.0,1.0
OTU_F_14587,1.0,1.0
OTU_F_86431,0.547,0.7238307522611958
OTU_F_132811,0.128,0.29320827923317805
OTU_F_142354,0.296,0.5091553108511127
OTU_F_136829,0.709,0.8687118228613449
OTU_F_1779,0.102,0.2463111111111111
OTU_F_151486,1.0,1.0
OTU_F_310865,0.293,0.5077515456173801
OTU_F_151485,0.088,0.22051098671568214
OTU_F_508920,0.556,0.7294323082979748
OTU_F_157723,1.0,1.0
OTU_F_713339,0.297,0.5096477857878476
OTU_F_137446,1.0,1.0
OTU_F_67302,0.129,0.29455409212028927
OTU_F_137339,0.742,0.8947436474750724
OTU_F_67306,0.13,0.2959587065431911
OTU_F_32260,1.0,1.0
OTU_F_37997,0.001,0.005457059679767104
OTU_F_32262,0.11,0.26183492063492064
OTU_F_447391,0.301,0.5122909998865054
OTU_F_162907,0.001,0.005457059679767104
OTU_F_1551,0.621,0.7924533889290729
OTU_F_537708,0.048,0.14204400592007893
OTU_F_122233,0.019,0.06926558891454965
OTU_F_17990,0.251,0.46839173718267796
OTU_F_58540,0.285,0.5021867105340462
OTU_F_526998,0.53,0.7188423099534211
OTU_F_58545,0.001,0.005457059679767104
OTU_F_28433,0.123,0.28537294035739147
OTU_F_8701,0.001,0.005457059679767104
OTU_F_30613,0.139,0.30750815077081955
OTU_F_8706,0.011,0.04377813163481953
OTU_F_8705,0.001,0.005457059679767104
OTU_F_94961,0.38,0.5848493867706677
OTU_F_31566,0.459,0.6658763664506143
OTU_F_110782,0.559,0.7320232283980266
OTU_F_31565,0.53,0.7188423099534211
OTU_F_31563,0.001,0.005457059679767104
OTU_F_13854,0.361,0.5724087761036215
OTU_F_50874,0.968,1.0
OTU_F_50877,0.367,0.5766483654652137
OTU_F_50876,0.003,0.014229954135695081
OTU_F_50870,0.161,0.33317546401711173
OTU_F_31568,0.001,0.005457059679767104
OTU_F_361728,0.001,0.005457059679767104
OTU_F_160461,0.389,0.5916271805273834
OTU_F_147724,1.0,1.0
OTU_F_160463,0.151,0.3210315446232367
OTU_F_197262,0.001,0.005457059679767104
OTU_F_160467,0.001,0.005457059679767104
OTU_F_542656,0.335,0.5453386886669561
OTU_F_188167,0.391,0.5934051209391762
OTU_F_230668,0.232,0.4423767563100006
OTU_F_188162,0.007,0.029632180663373326
OTU_F_147728,0.504,0.705397732045359
OTU_F_447647,0.088,0.22051098671568214
OTU_F_272155,0.309,0.5175366057966158
OTU_F_122765,1.0,1.0
OTU_F_116806,0.119,0.27833174764095764
OTU_F_115260,0.303,0.5133933676063499
OTU_F_183174,0.785,0.9242980527638192
OTU_F_225632,0.06,0.1656864008838965
OTU_F_88941,0.001,0.005457059679767104
OTU_F_144186,0.14,0.30880929616827246
OTU_F_144187,0.139,0.30750815077081955
OTU_F_492261,0.569,0.7406878472222221
OTU_F_180159,0.188,0.375224329540161
OTU_F_151181,1.0,1.0
OTU_F_590408,0.294,0.5081046444623718
OTU_F_110561,0.001,0.005457059679767104
OTU_F_47010,0.358,0.5698511835261649
OTU_F_132677,0.675,0.8379387417218543
OTU_F_101739,0.374,0.5810415954415954
OTU_F_10683,0.691,0.853280303030303
OTU_F_579037,0.516,0.7141941021736121
OTU_F_370207,0.086,0.21694944907056943
OTU_F_23703,0.001,0.005457059679767104
OTU_F_102626,0.004,0.018332518337408316
OTU_F_306513,0.573,0.7444730549298214
OTU_F_48848,0.086,0.21694944907056943
OTU_F_30963,0.067,0.18046376290974406
OTU_F_487511,0.741,0.8942568807339449
OTU_F_48847,0.965,1.0
OTU_F_48846,0.01,0.040252315125486514
OTU_F_30969,0.581,0.7525199516324063
OTU_F_30968,0.028,0.09450551429214495
OTU_F_73674,0.481,0.6840605054767889
OTU_F_222141,0.264,0.4829452881976212
OTU_F_73676,0.45,0.6572068562524347
OTU_F_55790,1.0,1.0
OTU_F_142938,0.121,0.28173526900085394
OTU_F_115910,0.642,0.8106287205826632
OTU_F_166458,0.371,0.5787190929422167
OTU_F_98616,0.883,1.0
OTU_F_6763,0.092,0.22783122780942944
OTU_F_413647,0.08,0.20611287690060992
OTU_F_39023,0.917,1.0
OTU_F_39022,0.117,0.27446726632772783
OTU_F_39021,0.427,0.6322365718799368
OTU_F_333857,0.548,0.7241635530489955
OTU_F_107299,0.308,0.5170455614015448
OTU_F_300100,1.0,1.0
OTU_F_96614,0.001,0.005457059679767104
OTU_F_57243,0.29,0.5057378764972671
OTU_F_31405,0.034,0.11001488833746899
OTU_F_165813,0.349,0.5610338210859195
OTU_F_297023,1.0,1.0
OTU_F_114566,0.001,0.005457059679767104
OTU_F_247658,0.001,0.005457059679767104
OTU_F_65685,0.553,0.727118632178869
OTU_F_65683,0.213,0.4139105870156796
OTU_F_148523,0.133,0.29964963942307693
OTU_F_247652,0.001,0.005457059679767104
OTU_F_114564,0.001,0.005457059679767104
OTU_F_16224,0.029,0.0972786041829773
OTU_F_131320,0.001,0.005457059679767104
OTU_F_131322,0.419,0.6231601705841515
OTU_F_105032,1.0,1.0
OTU_F_827974,1.0,1.0
OTU_F_120153,0.253,0.47112728175835095
OTU_F_430750,1.0,1.0
OTU_F_120158,0.372,0.5794652539732004
OTU_F_120408,0.267,0.4859140776699029
OTU_F_100022,0.001,0.005457059679767104
OTU_F_137433,0.022,0.07788290840415486
OTU_F_122544,0.452,0.6591968879163628
OTU_F_140847,0.076,0.19825971992693744
OTU_F_104749,0.006,0.025978345604157644
OTU_F_140841,0.714,0.8725923149015932
OTU_F_104740,1.0,1.0
OTU_F_63073,0.06,0.1656864008838965
OTU_F_140848,0.854,0.9866777610847874
OTU_F_104744,1.0,1.0
OTU_F_473180,0.308,0.5170455614015448
OTU_F_49088,0.868,0.9999253312848089
OTU_F_149119,0.001,0.005457059679767104
OTU_F_65537,0.265,0.4837713798770467
OTU_F_150632,0.001,0.005457059679767104
OTU_F_868079,0.001,0.005457059679767104
OTU_F_868078,0.001,0.005457059679767104
OTU_F_134310,0.465,0.6711072614407391
OTU_F_81498,0.001,0.005457059679767104
OTU_F_122811,0.001,0.005457059679767104
OTU_F_64488,0.026,0.0890376798355789
OTU_F_162351,0.001,0.005457059679767104
OTU_F_199153,0.936,1.0
OTU_F_201888,0.13,0.2959587065431911
OTU_F_128159,0.142,0.3112749598011986
OTU_F_152678,0.194,0.38507266710787563
OTU_F_198689,0.017,0.0633686303753418
OTU_F_46503,0.366,0.5759219307450157
OTU_F_205500,0.004,0.018332518337408316
OTU_F_245304,1.0,1.0
OTU_F_128155,0.001,0.005457059679767104
OTU_F_85667,0.001,0.005457059679767104
OTU_F_125477,0.072,0.19032469592808038
OTU_F_128156,0.001,0.005457059679767104
OTU_F_157003,0.292,0.5070146471371505
OTU_F_17171,0.001,0.005457059679767104
OTU_F_157006,0.084,0.21364721845318863
OTU_F_213974,0.827,0.9619307349234051
OTU_F_199484,0.121,0.28173526900085394
OTU_F_517964,1.0,1.0
OTU_F_222759,0.558,0.731096762919925
OTU_F_556686,0.511,0.7111462113127001
OTU_F_479807,0.001,0.005457059679767104
OTU_F_136658,0.362,0.5732670151539152
OTU_F_478405,1.0,1.0
OTU_F_197703,0.243,0.45819539796303277
OTU_F_104812,1.0,1.0
OTU_F_112692,0.139,0.30750815077081955
OTU_F_14856,0.426,0.6311609939238254
OTU_F_104814,0.376,0.5821584843322493
OTU_F_18554,0.269,0.4881321393998064
OTU_F_18552,0.686,0.8483285366758752
OTU_F_21864,1.0,1.0
OTU_F_268662,0.767,0.9118747373845484
OTU_F_268661,0.001,0.005457059679767104
OTU_F_62309,0.001,0.005457059679767104
OTU_F_178846,0.001,0.005457059679767104
OTU_F_62303,0.026,0.0890376798355789
OTU_F_488919,0.264,0.4829452881976212
OTU_F_30428,0.16,0.33220629975770166
OTU_F_30429,0.214,0.4153962850300952
OTU_F_87288,1.0,1.0
OTU_F_21860,0.062,0.16975570567829104
OTU_F_30423,0.003,0.014229954135695081
OTU_F_30424,0.196,0.3880409267938478
OTU_F_30426,0.307,0.5162626296607794
OTU_F_36105,0.015,0.057113114129744826
OTU_F_820239,0.124,0.2870047846889952
OTU_F_33559,0.552,0.7265363584499934
OTU_F_255512,0.22,0.4243786982248521
OTU_F_611928,0.3,0.5116342545206415
OTU_F_18773,0.255,0.47379259075703134
OTU_F_33552,0.737,0.8911148558758314
OTU_F_33554,0.003,0.014229954135695081
OTU_F_33557,0.47,0.6748164105510076
OTU_F_33556,0.018,0.06631322933300578
OTU_F_651774,0.265,0.4837713798770467
OTU_F_248025,0.001,0.005457059679767104
OTU_F_556539,1.0,1.0
OTU_F_225404,0.135,0.30236128743185725
OTU_F_41554,0.379,0.5840896151276913
OTU_F_41555,0.275,0.4935256103398756
OTU_F_48069,0.004,0.018332518337408316
OTU_F_459729,0.516,0.7141941021736121
OTU_F_106716,0.408,0.6107679560768655
OTU_F_39624,0.67,0.8336295374403652
OTU_F_156354,0.244,0.45956091434312984
OTU_F_129155,0.006,0.025978345604157644
OTU_F_39629,0.001,0.005457059679767104
OTU_F_156350,0.976,1.0
