OTU_B_40226	8.33E-05	0.000166667	0.00025	0	0.000166667	8.33E-05	0.00025	8.33E-05	0	0	8.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166667	8.33E-05	0.000333333	0.00025	0	0.000833333	8.33E-05	0	0	0	0	0	0	0	8.33E-05	0	0	0	0	0	0	0	0	8.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0.001166667	0.0025	0.000333333	0.000583333	0.00075	8.33E-05	0.000916667	0	0.001416667	0.001166667	0.00025	0.000666667	0.000333333	0.0015	0.011916667	0.0005	0.00025	8.33E-05	0.000666667	0.00175	0.00025	0.012583333	0.000166667	0.0005	0.006333333	0.00475	0.00025	0.00075	0.024583333	0.029	0.021	0.028916667	0.01025	0.02475	0.030583333	0.02525	0.039833333	0.014	0.1495	0.029083333	0.008916667	0.013333333	0.008	0.041916667	0.011083333	0.014666667	0.021166667	0.0185	0.067333333	0.012833333	0.0165	0.02275	0.025	0.015166667	0.001416667	0.006	0.028916667	0.006833333	0.057416667	0.009666667	0.003833333	0.004666667	0.105666667	0.0295	0.018833333	0.015	0.009666667	0.012166667	0.014	0.011	0.02475	0.035333333	0.015916667	0.021583333	0.00075	0.008083333	0.042333333	0.014583333	0.02225	0.007833333	0.007	0.021333333	0.06175	0.058166667	0.0435	0.055166667	0.074666667	0.0485	0.098166667	0.041	0.02475	0.042	0.003083333	0.066583333	0.060583333	0.04625	0.013666667	0.040333333	0.027833333	0.0235	0.00575	0.017666667	0.05075	0.022916667	0.08175	0.0085	0.009333333	0.008083333	0.031416667	0.07075	0.006833333	0.055666667	0.0165	0.078416667
OTU_B_67783	0	0.00025	0.000166667	0.000416667	8.33E-05	0	0.000166667	0.000416667	0.000166667	0	0	0	0	0	0	0	0	0	0.000333333	8.33E-05	8.33E-05	0.000333333	0.000333333	0.00025	0.000166667	0.001166667	0.001166667	0.0005	0.001833333	8.33E-05	0	0.000166667	0.00025	0.00025	0	0.001416667	0.00025	0.00025	0.000583333	0.000666667	0.000333333	0.001333333	0.00075	0.000916667	8.33E-05	8.33E-05	0.000583333	0	0	0.000166667	0	0	0	0	0	0	0	0	0	0	0	8.33E-05	0	0	0	0.0005	0	0.000166667	0.000166667	0.000416667	0.000333333	0	0.002583333	0.000166667	0.00075	8.33E-05	0	0	0.000333333	0.000166667	0.000833333	0.001083333	0.017333333	0.048083333	0.038333333	0.027833333	0.026	0.028	0.019166667	0.03725	0.018166667	0.035916667	0.025083333	0.017583333	0.027666667	0.018916667	0.026416667	0.029833333	0.022416667	0.018416667	0.008	0.010583333	0.0675	0.016916667	0.05075	0.053166667	0.0305	0.0375	0.036083333	0.016666667	0.045	0.009583333	0.016833333	0.005666667	0.006083333	0.003666667	0.005833333	0.00275	0.00125	0.00075	0.000833333	0.006166667	0.000833333	0.001333333	0.015166667	0.00075	0.001	0.00025	0.00025	0.004583333	0.001583333	0.000333333	0.022	0.000833333	0.004416667	0.028333333	0.0065	0.01575	0.018583333	0.004333333	0.038916667	0.00375	0.002166667	0.001666667	0.002916667	0.001833333	0.003333333	0.01075	0.004333333	0.021666667	0.003833333	0.017583333	0.015166667	0.009583333	0.0225	0.007333333	0.01075	0.016166667	0.03	0.004583333	0.01475	0.00275	0.014416667	0.002333333	0.004333333	0.001333333	0.0035	0.003916667	0.002333333	0.002666667	0.007916667	0.016	0.008166667	0.035166667	0.0265	0.003083333	0.0045	0.003333333	0.003	0.00875	0.002416667	0.061916667	0.00675	0.000333333	0.004083333	0.004166667	0.001583333	0.01275	0.036583333	0.004333333	0.0085	0.06525	0.01075	0.033166667	0.011	0.010833333	0.00575
OTU_B_78969	0.000583333	0.0005	0.000833333	0.000416667	0.000666667	0.000333333	0.0005	0.0005	0.000583333	0	8.33E-05	0	0	0	0	0	0	0	0.0005	0.000416667	0.0005	0.000416667	0.00075	0.000833333	0.000333333	8.33E-05	0.00025	0	8.33E-05	0.000166667	0.0005	0.000416667	0.00025	0.000333333	0.001083333	0	0.000333333	0.000583333	0.000583333	0.00075	0.000416667	0.00025	0.0005	8.33E-05	0	0.000166667	0	0.000166667	0.000166667	0.000166667	0.000166667	8.33E-05	0.000333333	8.33E-05	8.33E-05	0	0.000166667	0	0	0	8.33E-05	8.33E-05	0	8.33E-05	0	0.000416667	0.000166667	0.000333333	0.000833333	0.000416667	0.0005	0.000416667	0.000583333	0.000916667	0.001583333	0.000416667	0.00025	0.00075	0.0005	0.000583333	0.0005	0.000916667	0.009583333	0.007	0.009666667	0.009416667	0.010166667	0.007083333	0.005	0.005833333	0.007166667	0.012333333	0.004166667	0.01425	0.009333333	0.0105	0.0085	0.0095	0.010416667	0.004416667	0.00775	0.009333333	0.005583333	0.00625	0.004916667	0.00725	0.01125	0.011	0.011833333	0.004	0.00775	0.0005	0.007083333	0.001166667	0.002333333	0.001416667	0.00225	0.0005	0	0.000166667	0.0005	0.000916667	0.000333333	0.000416667	0.000666667	0.000666667	0.000166667	0	8.33E-05	0	0.0005	8.33E-05	0.005416667	0.000416667	0.002083333	0.002	0.000666667	0.009666667	0.00525	0.001	0.0095	0.0005	0.000833333	0.001	0.000666667	0.001083333	0.001333333	0.000833333	0.001583333	0.000916667	0.000833333	0.004416667	0.004833333	0.00225	0.001666667	0.001166667	0.0015	0.002	0.003083333	0.000333333	0.001833333	0.000416667	0.004083333	0.000333333	0.00225	0.0005	0.000833333	0.00025	0	0.000583333	0.0065	0.004666667	0.003583333	0.006666667	0.007333333	0.00075	8.33E-05	0.000333333	0	0.000416667	0.000583333	0.00025	0.000666667	0.000333333	0.000166667	0.000333333	8.33E-05	0	0.003916667	0.000166667	0.001583333	0.002333333	0.0025	0.014083333	0.000666667	0.001333333	0.002083333
OTU_B_64987	8.33E-05	0	0	0	0.00025	0	0	0.000166667	8.33E-05	0.000333333	8.33E-05	0	8.33E-05	8.33E-05	0	0	8.33E-05	8.33E-05	0.000166667	0.000416667	8.33E-05	0.001416667	0.000583333	0.000166667	0.00025	0.000416667	0.000416667	0.0005	0.000333333	0.000166667	8.33E-05	8.33E-05	0.00025	0.000333333	0.0005	0.00025	0.000666667	0.00025	0.00075	0.0005	0.00075	0.000583333	0.000416667	0.0005	0	0.000166667	0.000166667	0	0	0	8.33E-05	0	8.33E-05	8.33E-05	0.000166667	0	0	0	0	0	0	0	0	0	0	0.000583333	0.000166667	0.000166667	0.000416667	0.00125	0.0005	0.000666667	0.000333333	0.0005	0.0005	0.00025	0.000166667	0.000166667	0.000333333	0.000666667	0.00025	0.0005	0.005	0.013916667	0.011416667	0.008	0.004333333	0.006083333	0.008	0.004833333	0.005583333	0.00825	0.004166667	0.005333333	0.00375	0.003833333	0.003166667	0.007	0.006833333	0.003166667	0.009666667	0.008166667	0.00975	0.006166667	0.006083333	0.009916667	0.005916667	0.005833333	0.004666667	0.007166667	0.008666667	0.001583333	0.003916667	0.000833333	0.001333333	0.001333333	0.00275	0.000416667	8.33E-05	0.000166667	0.000166667	0.001916667	0.000583333	0.000333333	0.000666667	0.000333333	0.00025	0.000166667	8.33E-05	0.0005	8.33E-05	0.00025	0.0095	0.000166667	0.002583333	0.002333333	0.003333333	0.014	0.005	0.001416667	0.006916667	0.0005	0.00075	0.000666667	0.001	0.000833333	0.001083333	0.002583333	0.003333333	0.005	0.000833333	0.005833333	0.004166667	0.004666667	0.0075	0.00325	0.001916667	0.004916667	0.007166667	0.001	0.005	0.000583333	0.0065	0.001416667	0.001416667	0.000333333	0.00125	0.00075	0.000333333	0.000416667	0.002666667	0.003166667	0.00175	0.005416667	0.004583333	0.0005	0.000166667	8.33E-05	0.000166667	0.000333333	0.000166667	0.000583333	0.000333333	0	0.000333333	0.0005	0.000166667	8.33E-05	0.005416667	0.000166667	0.001083333	0.002083333	0.00125	0.006916667	0.001	0.001916667	0.00125
OTU_B_86805	0	0	0	0	0	0	8.33E-05	0	8.33E-05	8.33E-05	0	0	0	0.000166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33E-05	0	0	0	8.33E-05	0	0	8.33E-05	8.33E-05	0	0	0	0	0	0	8.33E-05	0	0	8.33E-05	8.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013583333	0.02725	0.022	0.02025	0.018083333	0.024166667	0.0145	0.0095	0.017666667	0.025083333	0.01275	0.010333333	0.009416667	0.009083333	0.008	0.014083333	0.008833333	0.00675	0.01125	0.013083333	0.027583333	0.0055	0.015333333	0.026416667	0.017333333	0.015833333	0.012333333	0.026	0.0245	0.001416667	0.01725	0.006333333	0.008333333	0.004583333	0.009666667	0.00325	0.001333333	0.00125	0.003333333	0.004666667	0.003333333	0.002833333	0.000583333	0.005083333	0.004083333	0.001666667	0.001166667	0.000916667	0.001	0.001666667	0.027666667	0.000916667	0.014916667	0.0055	0.023333333	0.045666667	0.026666667	0.005916667	0.0185	0.001583333	0.00225	0.002083333	0.002666667	0.005666667	0.007	0.011666667	0.028166667	0.0305	0.005666667	0.023416667	0.028666667	0.01125	0.023	0.02475	0.012833333	0.038916667	0.0205	0.004416667	0.03875	0.003	0.016666667	0.002416667	0.007333333	0.003416667	0.003833333	0.001416667	0.000416667	0.001833333	0.005583333	0.0025	0.002083333	0.011333333	0.006833333	0.0005	0.000166667	0.000166667	8.33E-05	0.000333333	0.00025	0.000416667	0.000333333	0.00075	0.000166667	0.000333333	0.000666667	0.00025	0.00375	0.000416667	0.001166667	0.00225	0.00275	0.013666667	0.00125	0.002833333	0.004
OTU_B_17455	0.000583333	0.001583333	0.001666667	0.001083333	0.001333333	0.00125	0.000833333	0.001333333	0.001333333	0.000583333	0.00075	0.000583333	0.0005	0.0005	0.000833333	0.000666667	0.00075	0.000916667	0.036	0.03575	0.034333333	0.01125	0.01175	0.012916667	0.021083333	0.004333333	0.004	0.005416667	0.0055	0.014833333	0.023833333	0.02625	0.016083333	0.016666667	0.02525	0.003666667	0.021833333	0.021416667	0.011583333	0.011166667	0.010916667	0.00425	0.0045	0.003666667	0.000583333	0.000833333	0.000416667	0	0.00025	0.000166667	8.33E-05	0.000166667	8.33E-05	8.33E-05	0.000333333	8.33E-05	0.000583333	0	0.00125	0.000166667	0.000333333	0.000166667	0.000333333	0.00025	0.000833333	0.033083333	0.03325	0.03575	0.010166667	0.0115	0.009166667	0.009083333	0.005	0.013833333	0.027	0.040916667	0.04275	0.03975	0.021	0.025083333	0.031833333	0.031416667	0.000666667	0.004916667	0.003833333	0.007166667	0.001916667	0.0065	0.015416667	0.004583333	0.003583333	0.0035	0.00675	0.006083333	0.010666667	0.007416667	0.01	0.00575	0.004833333	0.006916667	0.008083333	0.005833333	0.007	0.01525	0.005666667	0.008083333	0.002	0.001583333	0.00275	0.00425	0.006	0	8.33E-05	0	0	8.33E-05	8.33E-05	0	0	0	0	0	0	0	8.33E-05	8.33E-05	0	0	8.33E-05	0	8.33E-05	0	0.000166667	0	0.000166667	0.000166667	8.33E-05	0.000166667	0.005083333	0.000166667	0.000166667	0.000166667	0.000416667	0.000416667	8.33E-05	0	8.33E-05	0.000833333	0.00025	0.002	8.33E-05	0.000666667	0.0005	0.00025	0.003	0.001916667	0.000916667	0.000583333	0.00075	0	0.002083333	0	0.00025	0.000333333	8.33E-05	0	0.00025	0.000416667	0	0	0.000666667	0.000916667	0.003083333	0.0015	0.001833333	8.33E-05	0	0.000166667	0	8.33E-05	8.33E-05	0.00025	0	0.000333333	8.33E-05	0	0.0005	0.00025	0.000416667	8.33E-05	8.33E-05	0.000333333	0.000416667	0.000666667	0.00075	0.0005	0.000833333
OTU_B_38079	8.33E-05	0	8.33E-05	8.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333333	0.00025	0.000166667	0.00025	8.33E-05	0	0	0	0	0.000166667	0.000166667	0	0	0	0	8.33E-05	0	0	0	8.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33E-05	8.33E-05	0.000166667	0.00025	0.00025	0.000166667	0	0	0	0	8.33E-05	8.33E-05	0	0	8.33E-05	0	0	0	0	0	0	0	0	0	8.33E-05	0	0	0.000166667	0	8.33E-05	0	0	0	8.33E-05	8.33E-05	0	8.33E-05	8.33E-05	0	8.33E-05	0	0	0	0	0	0	0	8.33E-05	0.00175	0.000416667	0.000583333	0	0.000166667	0.006833333	0.004833333	0.010416667	0.013583333	0	0.022583333	0.007583333	0.00525	0.005083333	0.013833333	0.001583333	0.031166667	0.005333333	0.01525	0.008583333	0	0.02025	0.002083333	0	0.005833333	8.33E-05	0	0.000333333	0.00025	0.002666667	0.00025	0.00025	0.000416667	0.002	0.000333333	8.33E-05	0.000333333	0.000166667	0.00125	8.33E-05	8.33E-05	0.000333333	0.000166667	0.000166667	8.33E-05	0.000416667	8.33E-05	0	0	0.000166667	0	0.000333333	8.33E-05	8.33E-05	0.00175	8.33E-05	0.000166667	0	8.33E-05	0	0.0005	0	0.000833333	0.000416667	0.00475	0.005416667	0.003083333	0.002666667	0.0035	0.014166667	0.003083333	0.007333333	0.011583333	0.009833333	0.010333333	0.003583333	0.001333333	0.005083333	8.33E-05	0.001916667	0	0	0	0	0
OTU_B_42446	0	8.33E-05	0.000166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33E-05	0.000166667	0.00025	0.000166667	0.000583333	8.33E-05	0	0	8.33E-05	0	0	0.000166667	8.33E-05	0	0	8.33E-05	0	8.33E-05	0.00025	8.33E-05	0	8.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333333	0.000333333	0.000166667	0	0	0	0.000166667	0	0.000166667	0.000166667	0.000666667	0.000333333	0.001	0	8.33E-05	0.000583333	0.002416667	8.33E-05	0.000166667	0.000166667	8.33E-05	0.000416667	8.33E-05	0.00425	0.000416667	0.000416667	0.00225	0.00125	0.000333333	0.001583333	0.0135	0.009	0.014833333	0.035333333	0.007083333	0.014416667	0.101583333	0.003666667	0.061833333	0.008583333	0.052833333	0.04425	0.007166667	0.037	0.004916667	0.030333333	0.012166667	0.010583333	0.0125	0.015916667	0.0155	0.087083333	0.004833333	0.02275	0.009333333	0.0115	0.000916667	0.00375	0.013333333	0.003583333	0.03325	0.021083333	0.157666667	0.07325	0.05075	0.015	0.020833333	0.030333333	0.02225	0.017416667	0.005	0.010333333	0.008833333	0.01325	0.06475	0.021	0.000416667	0.005833333	0.10375	0.026416667	0.01225	0.005166667	0.103666667	0.006416667	0.021	0.01825	0.028833333	0.025916667	0.032333333	0.01875	0.013166667	0.031416667	0.01375	0.021666667	0.0005	0.024583333	0.024833333	0.01975	0.004666667	0.013	0.005666667	0.00825	0.000916667	0.003666667	0.024916667	0.065833333	0.02975	0.068666667	0.006	0.002833333	0.005166667	0.025916667	0.002166667	0.023	0.008916667	0.057333333
OTU_B_123159	0	8.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33E-05	0	0	0	0	0	8.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33E-05	0	0	0	0	0	0	8.33E-05	0	0	0	8.33E-05	0.000166667	0	0	0	8.33E-05	0	8.33E-05	8.33E-05	0	0	0	0	0	0.000166667	0	0.000416667	8.33E-05	0	0	0	0.000166667	0	0.000333333	0	0.00225	0.000583333	0.006166667	0.000333333	0.001916667	0.000416667	0.000166667	0.000333333	0.000166667	0.00025	0.001	0.0015	0.000166667	0.004666667	0.00375	0.034166667	0.0005	0.000416667	8.33E-05	0.000583333	0.000166667	0.001	0.000166667	0.012166667	0.003416667	8.33E-05	0.000166667	0.0005	0.00225	0.007083333	0.004666667	0.003	0.0015	0.00075	0.005583333	0.007083333	0.005083333	0.0005	0.02925	8.33E-05	0.000333333	0.0015	0.000416667	0.000333333	0.033083333	0.00025	0.002166667	0.004583333	0.000333333	0.033833333	0.001166667	0.002916667	0.03175	0.001833333	0.005083333	0.000333333	0.001333333	0.000666667	8.33E-05	0.003083333	0.00025	0	0	0.000333333	0.000166667	0.001916667	8.33E-05	0.007	0.000583333	0.000333333	0.001833333	0.000583333	0.0025	8.33E-05	0.0015	0.000666667	0.009833333	0.00075	0.000166667	0.0135	8.33E-05	8.33E-05	0.010166667	0.021083333	0.003833333
OTU_B_15904	8.33E-05	0.000166667	0.000166667	0	0.00025	8.33E-05	0.000166667	8.33E-05	8.33E-05	0	0	0	0	0	0	8.33E-05	0	8.33E-05	0.000416667	0.000666667	0.000666667	0.00025	0.000333333	0.000416667	0.000416667	0.00025	0.000333333	0.000833333	0.00125	0.00075	0.000666667	8.33E-05	0.00075	0.000666667	0.00025	0.000583333	0.000583333	8.33E-05	0.0005	0.0005	0.000916667	0.001083333	0.0015	0.000666667	0	0	0	0.000416667	0.000333333	0.000833333	0.000333333	0.000583333	0.000333333	8.33E-05	0.000333333	0.001083333	0.000166667	8.33E-05	0.000583333	8.33E-05	8.33E-05	8.33E-05	8.33E-05	0	0.000166667	0.000416667	0.000583333	0.000333333	0.000416667	0.00025	0.000583333	0.000583333	0.0005	0.000416667	0.000333333	0.000166667	0.000166667	0.000416667	0.00025	0.00025	0.00075	0.0005	0.0015	0.001916667	0.003833333	0.002333333	0.003833333	0.004416667	0.004833333	0.010833333	0.004416667	0.006083333	0.00575	0.00525	0.00825	0.003166667	0.005833333	0.0045	0.003833333	0.0065	0.00675	0.005583333	0.008666667	0.0065	0.008166667	0.004	0.002416667	0.001583333	0.002166667	0.003833333	0.004083333	0.00075	0.001333333	0.000833333	0.001	0.001416667	0.001083333	0.000333333	0.000416667	0.00025	0.000166667	0.000833333	0.001833333	0.000166667	0.00025	0.00025	0.000583333	8.33E-05	0.00025	0	0.000166667	0.000166667	0.001833333	0.000333333	0.000833333	0.001333333	0.000833333	0.00225	0.0025	0.0005	0.005166667	0.0005	0.000416667	0.002916667	0.00225	0.000833333	0.00075	0.00425	0.002583333	0.009083333	0.001333333	0.005083333	0.008166667	0.005583333	0.029166667	0.011166667	0.008166667	0.00775	0.00425	0.000416667	0.024666667	0.000916667	0.00475	0.001083333	0.001583333	0.000916667	0.001916667	0.000416667	0.000166667	0.0005	0.000583333	0.000916667	0.0025	0.002083333	0.001666667	0.000666667	0.000333333	0.00025	0.000166667	0.000166667	0.000583333	0.001916667	0.00025	0.000666667	0.00025	0.000166667	0.000166667	0	0.00075	8.33E-05	0.000833333	0.002083333	0.00225	0.0025	0.001083333	0.000666667	0.000916667
